Data;Godzina;Generacja.zrodel.wiatrowych;Generacja.zrodel.fotowoltaicznych
2015-10-08;8;1447,500;-
2015-10-08;9;1111,125;-
2015-10-08;10;745,063;-
2015-10-08;11;662,688;-
2015-10-08;12;1002,488;-
2015-10-08;13;1282,963;-
2015-10-08;14;1086,538;-
2015-10-08;15;893,738;-
2015-10-08;16;820,475;-
2015-10-08;17;804,300;-
2015-10-08;18;803,850;-
2015-10-08;19;1051,838;-
2015-10-08;20;1359,813;-
2015-10-08;21;1457,875;-
2015-10-08;22;1527,950;-
2015-10-08;23;1466,238;-
2015-10-08;24;1326,488;-
2015-10-09;1;1150,338;-
2015-10-09;2;1095,963;-
2015-10-09;3;1006,063;-
2015-10-09;4;900,900;-
2015-10-09;5;780,538;-
2015-10-09;6;688,375;-
2015-10-09;7;655,775;-
2015-10-09;8;584,800;-
2015-10-09;9;478,350;-
2015-10-09;10;261,475;-
2015-10-09;11;263,113;-
2015-10-09;12;488,725;-
2015-10-09;13;512,513;-
2015-10-09;14;420,613;-
2015-10-09;15;363,288;-
2015-10-09;16;352,013;-
2015-10-09;17;383,375;-
2015-10-09;18;480,975;-
2015-10-09;19;722,075;-
2015-10-09;20;987,575;-
2015-10-09;21;1146,888;-
2015-10-09;22;1160,738;-
2015-10-09;23;1140,250;-
2015-10-09;24;990,588;-
2015-10-10;1;886,963;-
2015-10-10;2;895,875;-
2015-10-10;3;936,863;-
2015-10-10;4;802,325;-
2015-10-10;5;709,500;-
2015-10-10;6;673,188;-
2015-10-10;7;675,288;-
2015-10-10;8;669,050;-
2015-10-10;9;614,113;-
2015-10-10;10;393,038;-
2015-10-10;11;443,225;-
2015-10-10;12;628,563;-
2015-10-10;13;661,063;-
2015-10-10;14;680,500;-
2015-10-10;15;714,313;-
2015-10-10;16;752,800;-
2015-10-10;17;764,888;-
2015-10-10;18;727,063;-
2015-10-10;19;902,638;-
2015-10-10;20;1232,225;-
2015-10-10;21;1351,550;-
2015-10-10;22;1340,425;-
2015-10-10;23;1314,025;-
2015-10-10;24;1286,725;-
2015-10-11;1;1208,788;-
2015-10-11;2;1169,613;-
2015-10-11;3;1089,725;-
2015-10-11;4;1116,250;-
2015-10-11;5;1155,063;-
2015-10-11;6;1158,488;-
2015-10-11;7;1199,213;-
2015-10-11;8;1145,025;-
2015-10-11;9;977,288;-
2015-10-11;10;617,963;-
2015-10-11;11;693,463;-
2015-10-11;12;1072,775;-
2015-10-11;13;1256,800;-
2015-10-11;14;1152,625;-
2015-10-11;15;1201,188;-
2015-10-11;16;1252,463;-
2015-10-11;17;1241,750;-
2015-10-11;18;1090,825;-
2015-10-11;19;1178,475;-
2015-10-11;20;1523,675;-
2015-10-11;21;1798,388;-
2015-10-11;22;1794,463;-
2015-10-11;23;1793,875;-
2015-10-11;24;1759,488;-
2015-10-12;1;1719,450;-
2015-10-12;2;1701,413;-
2015-10-12;3;1708,300;-
2015-10-12;4;1630,113;-
2015-10-12;5;1639,138;-
2015-10-12;6;1583,225;-
2015-10-12;7;1584,150;-
2015-10-12;8;1605,763;-
2015-10-12;9;1413,850;-
2015-10-12;10;1001,300;-
2015-10-12;11;850,338;-
2015-10-12;12;1134,975;-
2015-10-12;13;1490,738;-
2015-10-12;14;1512,463;-
2015-10-12;15;1431,525;-
2015-10-12;16;1296,538;-
2015-10-12;17;1186,363;-
2015-10-12;18;1123,238;-
2015-10-12;19;1205,513;-
2015-10-12;20;1192,188;-
2015-10-12;21;1194,300;-
2015-10-12;22;1243,000;-
2015-10-12;23;1200,750;-
2015-10-12;24;1099,663;-
2015-10-13;1;853,000;-
2015-10-13;2;757,125;-
2015-10-13;3;752,125;-
2015-10-13;4;738,988;-
2015-10-13;5;765,875;-
2015-10-13;6;727,550;-
2015-10-13;7;719,413;-
2015-10-13;8;685,763;-
2015-10-13;9;623,938;-
2015-10-13;10;600,625;-
2015-10-13;11;524,188;-
2015-10-13;12;533,113;-
2015-10-13;13;544,775;-
2015-10-13;14;553,125;-
2015-10-13;15;493,750;-
2015-10-13;16;448,613;-
2015-10-13;17;396,938;-
2015-10-13;18;399,300;-
2015-10-13;19;401,850;-
2015-10-13;20;438,013;-
2015-10-13;21;397,600;-
2015-10-13;22;364,838;-
2015-10-13;23;356,263;-
2015-10-13;24;358,725;-
2015-10-14;1;357,688;-
2015-10-14;2;400,775;-
2015-10-14;3;507,625;-
2015-10-14;4;494,900;-
2015-10-14;5;509,325;-
2015-10-14;6;601,113;-
2015-10-14;7;618,125;-
2015-10-14;8;721,938;-
2015-10-14;9;775,513;-
2015-10-14;10;768,300;-
2015-10-14;11;790,763;-
2015-10-14;12;867,138;-
2015-10-14;13;978,325;-
2015-10-14;14;991,950;-
2015-10-14;15;1092,288;-
2015-10-14;16;1195,663;-
2015-10-14;17;1193,163;-
2015-10-14;18;1308,050;-
2015-10-14;19;1591,513;-
2015-10-14;20;1738,688;-
2015-10-14;21;1738,925;-
2015-10-14;22;1790,188;-
2015-10-14;23;1791,400;-
2015-10-14;24;1863,763;-
2015-10-15;1;1864,713;-
2015-10-15;2;1907,550;-
2015-10-15;3;2043,688;-
2015-10-15;4;2064,550;-
2015-10-15;5;2197,450;-
2015-10-15;6;2273,975;-
2015-10-15;7;2350,763;-
2015-10-15;8;2451,563;-
2015-10-15;9;2481,588;-
2015-10-15;10;2502,913;-
2015-10-15;11;2519,250;-
2015-10-15;12;2686,800;-
2015-10-15;13;2683,163;-
2015-10-15;14;2644,088;-
2015-10-15;15;2665,225;-
2015-10-15;16;2598,513;-
2015-10-15;17;2531,925;-
2015-10-15;18;2613,625;-
2015-10-15;19;2657,550;-
2015-10-15;20;2648,113;-
2015-10-15;21;2547,538;-
2015-10-15;22;2455,075;-
2015-10-15;23;2208,850;-
2015-10-15;24;2000,175;-
2015-10-16;1;1814,875;-
2015-10-16;2;1790,613;-
2015-10-16;3;1794,775;-
2015-10-16;4;1731,013;-
2015-10-16;5;1757,838;-
2015-10-16;6;1700,063;-
2015-10-16;7;1672,088;-
2015-10-16;8;1584,113;-
2015-10-16;9;1476,388;-
2015-10-16;10;1287,063;-
2015-10-16;11;1109,213;-
2015-10-16;12;927,975;-
2015-10-16;13;789,750;-
2015-10-16;14;685,588;-
2015-10-16;15;597,425;-
2015-10-16;16;549,125;-
2015-10-16;17;567,600;-
2015-10-16;18;614,725;-
2015-10-16;19;695,725;-
2015-10-16;20;756,363;-
2015-10-16;21;807,225;-
2015-10-16;22;794,863;-
2015-10-16;23;736,350;-
2015-10-16;24;660,550;-
2015-10-17;1;678,825;-
2015-10-17;2;633,225;-
2015-10-17;3;621,050;-
2015-10-17;4;649,650;-
2015-10-17;5;561,838;-
2015-10-17;6;512,213;-
2015-10-17;7;527,800;-
2015-10-17;8;431,425;-
2015-10-17;9;315,688;-
2015-10-17;10;187,438;-
2015-10-17;11;111,488;-
2015-10-17;12;72,588;-
2015-10-17;13;49,838;-
2015-10-17;14;39,963;-
2015-10-17;15;34,638;-
2015-10-17;16;44,550;-
2015-10-17;17;46,675;-
2015-10-17;18;70,375;-
2015-10-17;19;79,863;-
2015-10-17;20;103,688;-
2015-10-17;21;123,450;-
2015-10-17;22;124,375;-
2015-10-17;23;118,438;-
2015-10-17;24;150,375;-
2015-10-18;1;170,200;-
2015-10-18;2;212,788;-
2015-10-18;3;248,138;-
2015-10-18;4;249,075;-
2015-10-18;5;275,388;-
2015-10-18;6;288,638;-
2015-10-18;7;279,188;-
2015-10-18;8;258,525;-
2015-10-18;9;240,213;-
2015-10-18;10;224,538;-
2015-10-18;11;246,988;-
2015-10-18;12;278,675;-
2015-10-18;13;335,750;-
2015-10-18;14;354,725;-
2015-10-18;15;361,763;-
2015-10-18;16;339,413;-
2015-10-18;17;353,300;-
2015-10-18;18;335,700;-
2015-10-18;19;306,313;-
2015-10-18;20;288,763;-
2015-10-18;21;253,788;-
2015-10-18;22;220,338;-
2015-10-18;23;211,875;-
2015-10-18;24;166,138;-
2015-10-19;1;155,588;-
2015-10-19;2;149,863;-
2015-10-19;3;125,250;-
2015-10-19;4;113,138;-
2015-10-19;5;118,475;-
2015-10-19;6;115,175;-
2015-10-19;7;137,175;-
2015-10-19;8;160,613;-
2015-10-19;9;116,775;-
2015-10-19;10;72,238;-
2015-10-19;11;31,300;-
2015-10-19;12;30,638;-
2015-10-19;13;33,625;-
2015-10-19;14;35,625;-
2015-10-19;15;26,100;-
2015-10-19;16;30,838;-
2015-10-19;17;45,163;-
2015-10-19;18;77,813;-
2015-10-19;19;117,013;-
2015-10-19;20;150,625;-
2015-10-19;21;151,913;-
2015-10-19;22;142,525;-
2015-10-19;23;112,900;-
2015-10-19;24;83,213;-
2015-10-20;1;84,063;-
2015-10-20;2;94,825;-
2015-10-20;3;104,063;-
2015-10-20;4;108,338;-
2015-10-20;5;141,500;-
2015-10-20;6;133,513;-
2015-10-20;7;139,800;-
2015-10-20;8;160,000;-
2015-10-20;9;154,238;-
2015-10-20;10;129,425;-
2015-10-20;11;106,188;-
2015-10-20;12;83,738;-
2015-10-20;13;80,988;-
2015-10-20;14;85,200;-
2015-10-20;15;100,450;-
2015-10-20;16;111,850;-
2015-10-20;17;138,338;-
2015-10-20;18;144,638;-
2015-10-20;19;177,150;-
2015-10-20;20;198,738;-
2015-10-20;21;209,250;-
2015-10-20;22;218,613;-
2015-10-20;23;211,600;-
2015-10-20;24;223,525;-
2015-10-21;1;266,438;-
2015-10-21;2;305,988;-
2015-10-21;3;344,900;-
2015-10-21;4;406,700;-
2015-10-21;5;447,875;-
2015-10-21;6;479,375;-
2015-10-21;7;426,213;-
2015-10-21;8;422,800;-
2015-10-21;9;410,250;-
2015-10-21;10;416,913;-
2015-10-21;11;408,138;-
2015-10-21;12;424,625;-
2015-10-21;13;437,875;-
2015-10-21;14;449,913;-
2015-10-21;15;421,575;-
2015-10-21;16;410,213;-
2015-10-21;17;384,413;-
2015-10-21;18;486,825;-
2015-10-21;19;534,838;-
2015-10-21;20;578,450;-
2015-10-21;21;622,113;-
2015-10-21;22;635,775;-
2015-10-21;23;607,388;-
2015-10-21;24;601,413;-
2015-10-22;1;603,050;-
2015-10-22;2;620,950;-
2015-10-22;3;652,388;-
2015-10-22;4;609,675;-
2015-10-22;5;574,188;-
2015-10-22;6;524,713;-
2015-10-22;7;522,800;-
2015-10-22;8;534,500;-
2015-10-22;9;542,613;-
2015-10-22;10;541,188;-
2015-10-22;11;526,400;-
2015-10-22;12;571,125;-
2015-10-22;13;727,713;-
2015-10-22;14;837,913;-
2015-10-22;15;864,113;-
2015-10-22;16;889,463;-
2015-10-22;17;896,813;-
2015-10-22;18;1007,625;-
2015-10-22;19;1301,675;-
2015-10-22;20;1591,650;-
2015-10-22;21;1716,363;-
2015-10-22;22;1760,600;-
2015-10-22;23;1760,300;-
2015-10-22;24;1813,525;-
2015-10-23;1;2015,600;-
2015-10-23;2;2070,225;-
2015-10-23;3;2140,700;-
2015-10-23;4;2365,013;-
2015-10-23;5;2525,750;-
2015-10-23;6;2631,175;-
2015-10-23;7;2692,863;-
2015-10-23;8;2868,975;-
2015-10-23;9;2918,488;-
2015-10-23;10;2967,813;-
2015-10-23;11;3033,088;-
2015-10-23;12;3177,100;-
2015-10-23;13;3291,950;-
2015-10-23;14;3167,450;-
2015-10-23;15;3093,550;-
2015-10-23;16;3013,875;-
2015-10-23;17;2866,025;-
2015-10-23;18;2586,900;-
2015-10-23;19;2434,100;-
2015-10-23;20;2353,125;-
2015-10-23;21;2154,075;-
2015-10-23;22;1906,838;-
2015-10-23;23;1723,025;-
2015-10-23;24;1477,363;-
2015-10-24;1;1287,638;-
2015-10-24;2;1217,900;-
2015-10-24;3;1072,563;-
2015-10-24;4;955,588;-
2015-10-24;5;776,975;-
2015-10-24;6;594,513;-
2015-10-24;7;477,338;-
2015-10-24;8;351,425;-
2015-10-24;9;282,675;-
2015-10-24;10;229,838;-
2015-10-24;11;199,163;-
2015-10-24;12;149,400;-
2015-10-24;13;117,000;-
2015-10-24;14;100,038;-
2015-10-24;15;112,288;-
2015-10-24;16;127,888;-
2015-10-24;17;174,488;-
2015-10-24;18;361,613;-
2015-10-24;19;605,713;-
2015-10-24;20;757,700;-
2015-10-24;21;875,275;-
2015-10-24;22;1080,550;-
2015-10-24;23;1134,325;-
2015-10-24;24;1206,538;-
2015-10-25;1;1229,550;-
2015-10-25;2;1178,863;-
2015-10-25;2A;1156,613;-
2015-10-25;3;1144,463;-
2015-10-25;4;1085,488;-
2015-10-25;5;1041,650;-
2015-10-25;6;968,225;-
2015-10-25;7;963,675;-
2015-10-25;8;971,213;-
2015-10-25;9;844,388;-
2015-10-25;10;682,363;-
2015-10-25;11;739,013;-
2015-10-25;12;905,375;-
2015-10-25;13;1032,688;-
2015-10-25;14;1169,075;-
2015-10-25;15;1312,963;-
2015-10-25;16;1349,163;-
2015-10-25;17;1326,113;-
2015-10-25;18;1608,613;-
2015-10-25;19;1791,425;-
2015-10-25;20;1877,725;-
2015-10-25;21;1841,400;-
2015-10-25;22;1845,463;-
2015-10-25;23;1853,275;-
2015-10-25;24;1713,813;-
2015-10-26;1;1493,175;-
2015-10-26;2;1302,713;-
2015-10-26;3;1124,188;-
2015-10-26;4;1002,463;-
2015-10-26;5;997,688;-
2015-10-26;6;993,863;-
2015-10-26;7;937,825;-
2015-10-26;8;813,363;-
2015-10-26;9;628,463;-
2015-10-26;10;538,875;-
2015-10-26;11;556,375;-
2015-10-26;12;505,025;-
2015-10-26;13;418,563;-
2015-10-26;14;367,813;-
2015-10-26;15;307,500;-
2015-10-26;16;217,688;-
2015-10-26;17;199,713;-
2015-10-26;18;245,100;-
2015-10-26;19;254,063;-
2015-10-26;20;243,613;-
2015-10-26;21;248,838;-
2015-10-26;22;259,250;-
2015-10-26;23;270,375;-
2015-10-26;24;267,850;-
2015-10-27;1;270,713;-
2015-10-27;2;318,250;-
2015-10-27;3;370,775;-
2015-10-27;4;457,488;-
2015-10-27;5;550,863;-
2015-10-27;6;590,500;-
2015-10-27;7;660,863;-
2015-10-27;8;743,950;-
2015-10-27;9;702,288;-
2015-10-27;10;477,950;-
2015-10-27;11;221,338;-
2015-10-27;12;162,113;-
2015-10-27;13;198,975;-
2015-10-27;14;209,650;-
2015-10-27;15;224,775;-
2015-10-27;16;274,138;-
2015-10-27;17;534,613;-
2015-10-27;18;881,900;-
2015-10-27;19;1189,413;-
2015-10-27;20;1236,675;-
2015-10-27;21;1202,850;-
2015-10-27;22;1169,325;-
2015-10-27;23;1135,075;-
2015-10-27;24;1092,213;-
2015-10-28;1;1075,688;-
2015-10-28;2;1100,375;-
2015-10-28;3;1199,763;-
2015-10-28;4;1430,775;-
2015-10-28;5;1576,213;-
2015-10-28;6;1706,700;-
2015-10-28;7;1978,475;-
2015-10-28;8;1997,300;-
2015-10-28;9;1907,788;-
2015-10-28;10;1564,413;-
2015-10-28;11;1341,750;-
2015-10-28;12;1335,825;-
2015-10-28;13;1366,138;-
2015-10-28;14;1482,975;-
2015-10-28;15;1645,638;-
2015-10-28;16;1741,550;-
2015-10-28;17;1913,025;-
2015-10-28;18;2228,075;-
2015-10-28;19;2415,563;-
2015-10-28;20;2414,813;-
2015-10-28;21;2278,213;-
2015-10-28;22;2210,550;-
2015-10-28;23;2183,363;-
2015-10-28;24;2035,575;-
2015-10-29;1;1914,213;-
2015-10-29;2;1890,850;-
2015-10-29;3;1866,950;-
2015-10-29;4;1757,113;-
2015-10-29;5;1634,625;-
2015-10-29;6;1497,750;-
2015-10-29;7;1433,725;-
2015-10-29;8;1286,813;-
2015-10-29;9;1057,375;-
2015-10-29;10;838,850;-
2015-10-29;11;703,413;-
2015-10-29;12;543,913;-
2015-10-29;13;419,050;-
2015-10-29;14;363,000;-
2015-10-29;15;317,675;-
2015-10-29;16;309,725;-
2015-10-29;17;328,438;-
2015-10-29;18;365,088;-
2015-10-29;19;377,350;-
2015-10-29;20;373,563;-
2015-10-29;21;309,088;-
2015-10-29;22;216,838;-
2015-10-29;23;150,500;-
2015-10-29;24;104,950;-
2015-10-30;1;65,825;-
2015-10-30;2;41,000;-
2015-10-30;3;30,513;-
2015-10-30;4;37,888;-
2015-10-30;5;42,325;-
2015-10-30;6;52,213;-
2015-10-30;7;80,813;-
2015-10-30;8;112,100;-
2015-10-30;9;119,738;-
2015-10-30;10;86,463;-
2015-10-30;11;44,075;-
2015-10-30;12;21,025;-
2015-10-30;13;12,100;-
2015-10-30;14;16,213;-
2015-10-30;15;22,388;-
2015-10-30;16;51,975;-
2015-10-30;17;165,613;-
2015-10-30;18;378,675;-
2015-10-30;19;561,763;-
2015-10-30;20;723,438;-
2015-10-30;21;905,438;-
2015-10-30;22;971,200;-
2015-10-30;23;963,363;-
2015-10-30;24;873,013;-
2015-10-31;1;874,200;-
2015-10-31;2;844,500;-
2015-10-31;3;762,500;-
2015-10-31;4;795,775;-
2015-10-31;5;790,050;-
2015-10-31;6;851,550;-
2015-10-31;7;894,988;-
2015-10-31;8;935,588;-
2015-10-31;9;821,763;-
2015-10-31;10;547,288;-
2015-10-31;11;407,838;-
2015-10-31;12;381,250;-
2015-10-31;13;404,738;-
2015-10-31;14;494,150;-
2015-10-31;15;634,700;-
2015-10-31;16;870,350;-
2015-10-31;17;1469,000;-
2015-10-31;18;2076,200;-
2015-10-31;19;2414,800;-
2015-10-31;20;2519,325;-
2015-10-31;21;2431,000;-
2015-10-31;22;2266,463;-
2015-10-31;23;2171,450;-
2015-10-31;24;2256,538;-
2015-11-01;1;2241,513;-
2015-11-01;2;2282,588;-
2015-11-01;3;2223,538;-
2015-11-01;4;2383,438;-
2015-11-01;5;2368,975;-
2015-11-01;6;2328,388;-
2015-11-01;7;2313,338;-
2015-11-01;8;2327,813;-
2015-11-01;9;2177,450;-
2015-11-01;10;1723,500;-
2015-11-01;11;1288,563;-
2015-11-01;12;1140,238;-
2015-11-01;13;1022,925;-
2015-11-01;14;1051,463;-
2015-11-01;15;1086,675;-
2015-11-01;16;1313,413;-
2015-11-01;17;1614,900;-
2015-11-01;18;1887,100;-
2015-11-01;19;1984,438;-
2015-11-01;20;1860,788;-
2015-11-01;21;1803,400;-
2015-11-01;22;1800,163;-
2015-11-01;23;1707,813;-
2015-11-01;24;1637,875;-
2015-11-02;1;1617,238;-
2015-11-02;2;1433,913;-
2015-11-02;3;1287,425;-
2015-11-02;4;1192,550;-
2015-11-02;5;1100,963;-
2015-11-02;6;1075,063;-
2015-11-02;7;934,063;-
2015-11-02;8;803,063;-
2015-11-02;9;607,938;-
2015-11-02;10;435,450;-
2015-11-02;11;346,525;-
2015-11-02;12;341,925;-
2015-11-02;13;376,163;-
2015-11-02;14;392,038;-
2015-11-02;15;330,138;-
2015-11-02;16;336,425;-
2015-11-02;17;386,688;-
2015-11-02;18;441,413;-
2015-11-02;19;460,325;-
2015-11-02;20;486,663;-
2015-11-02;21;446,225;-
2015-11-02;22;358,475;-
2015-11-02;23;299,538;-
2015-11-02;24;272,175;-
2015-11-03;1;269,738;-
2015-11-03;2;249,775;-
2015-11-03;3;209,138;-
2015-11-03;4;189,525;-
2015-11-03;5;172,913;-
2015-11-03;6;182,800;-
2015-11-03;7;221,525;-
2015-11-03;8;221,050;-
2015-11-03;9;174,588;-
2015-11-03;10;147,250;-
2015-11-03;11;100,238;-
2015-11-03;12;80,938;-
2015-11-03;13;70,813;-
2015-11-03;14;72,313;-
2015-11-03;15;92,338;-
2015-11-03;16;169,975;-
2015-11-03;17;279,025;-
2015-11-03;18;416,450;-
2015-11-03;19;541,388;-
2015-11-03;20;572,675;-
2015-11-03;21;582,275;-
2015-11-03;22;604,875;-
2015-11-03;23;615,738;-
2015-11-03;24;525,575;-
2015-11-04;1;502,508;-
2015-11-04;2;445,471;-
2015-11-04;3;384,909;-
2015-11-04;4;290,172;-
2015-11-04;5;286,183;-
2015-11-04;6;286,272;-
2015-11-04;7;291,372;-
2015-11-04;8;304,559;-
2015-11-04;9;265,371;-
2015-11-04;10;207,086;-
2015-11-04;11;137,961;-
2015-11-04;12;100,184;-
2015-11-04;13;87,460;-
2015-11-04;14;73,698;-
2015-11-04;15;56,333;-
2015-11-04;16;70,143;-
2015-11-04;17;91,485;-
2015-11-04;18;91,123;-
2015-11-04;19;88,407;-
2015-11-04;20;77,633;-
2015-11-04;21;60,270;-
2015-11-04;22;47,794;-
2015-11-04;23;44,246;-
2015-11-04;24;46,681;-
2015-11-05;1;54,088;-
2015-11-05;2;71,600;-
2015-11-05;3;76,375;-
2015-11-05;4;85,438;-
2015-11-05;5;67,550;-
2015-11-05;6;69,188;-
2015-11-05;7;83,325;-
2015-11-05;8;87,450;-
2015-11-05;9;80,088;-
2015-11-05;10;64,663;-
2015-11-05;11;80,025;-
2015-11-05;12;70,913;-
2015-11-05;13;50,750;-
2015-11-05;14;52,438;-
2015-11-05;15;44,600;-
2015-11-05;16;78,888;-
2015-11-05;17;121,775;-
2015-11-05;18;165,463;-
2015-11-05;19;174,988;-
2015-11-05;20;159,850;-
2015-11-05;21;152,375;-
2015-11-05;22;190,763;-
2015-11-05;23;193,963;-
2015-11-05;24;208,900;-
2015-11-06;1;180,875;-
2015-11-06;2;197,463;-
2015-11-06;3;201,225;-
2015-11-06;4;217,688;-
2015-11-06;5;303,113;-
2015-11-06;6;335,188;-
2015-11-06;7;336,550;-
2015-11-06;8;354,488;-
2015-11-06;9;350,525;-
2015-11-06;10;293,475;-
2015-11-06;11;283,900;-
2015-11-06;12;269,575;-
2015-11-06;13;302,488;-
2015-11-06;14;320,363;-
2015-11-06;15;366,925;-
2015-11-06;16;432,838;-
2015-11-06;17;579,263;-
2015-11-06;18;654,600;-
2015-11-06;19;773,850;-
2015-11-06;20;821,488;-
2015-11-06;21;804,475;-
2015-11-06;22;762,613;-
2015-11-06;23;756,400;-
2015-11-06;24;744,975;-
2015-11-07;1;665,588;-
2015-11-07;2;663,663;-
2015-11-07;3;636,450;-
2015-11-07;4;669,525;-
2015-11-07;5;675,738;-
2015-11-07;6;642,688;-
2015-11-07;7;661,675;-
2015-11-07;8;751,413;-
2015-11-07;9;735,025;-
2015-11-07;10;664,475;-
2015-11-07;11;599,075;-
2015-11-07;12;577,538;-
2015-11-07;13;679,538;-
2015-11-07;14;703,488;-
2015-11-07;15;677,113;-
2015-11-07;16;734,150;-
2015-11-07;17;743,525;-
2015-11-07;18;806,488;-
2015-11-07;19;805,400;-
2015-11-07;20;952,038;-
2015-11-07;21;1143,288;-
2015-11-07;22;1306,188;-
2015-11-07;23;1645,563;-
2015-11-07;24;1959,750;-
2015-11-08;1;2398,800;-
2015-11-08;2;2796,300;-
2015-11-08;3;3188,788;-
2015-11-08;4;3499,638;-
2015-11-08;5;3603,963;-
2015-11-08;6;3709,125;-
2015-11-08;7;3811,663;-
2015-11-08;8;3766,588;-
2015-11-08;9;3700,588;-
2015-11-08;10;3652,600;-
2015-11-08;11;3667,538;-
2015-11-08;12;3688,125;-
2015-11-08;13;3633,600;-
2015-11-08;14;3616,788;-
2015-11-08;15;3518,713;-
2015-11-08;16;3375,500;-
2015-11-08;17;3156,063;-
2015-11-08;18;2892,150;-
2015-11-08;19;2503,200;-
2015-11-08;20;2271,000;-
2015-11-08;21;1871,050;-
2015-11-08;22;1618,888;-
2015-11-08;23;1325,188;-
2015-11-08;24;1096,125;-
2015-11-09;1;1059,700;-
2015-11-09;2;1063,325;-
2015-11-09;3;1065,388;-
2015-11-09;4;1365,813;-
2015-11-09;5;1627,038;-
2015-11-09;6;1929,963;-
2015-11-09;7;2173,575;-
2015-11-09;8;2447,713;-
2015-11-09;9;2505,838;-
2015-11-09;10;2506,925;-
2015-11-09;11;2474,625;-
2015-11-09;12;2522,000;-
2015-11-09;13;2584,850;-
2015-11-09;14;2815,813;-
2015-11-09;15;2880,325;-
2015-11-09;16;2855,213;-
2015-11-09;17;2694,125;-
2015-11-09;18;2541,588;-
2015-11-09;19;2668,925;-
2015-11-09;20;2902,588;-
2015-11-09;21;2969,875;-
2015-11-09;22;3189,138;-
2015-11-09;23;3439,213;-
2015-11-09;24;3532,413;-
2015-11-10;1;3629,875;-
2015-11-10;2;3734,125;-
2015-11-10;3;3779,425;-
2015-11-10;4;3759,025;-
2015-11-10;5;3679,338;-
2015-11-10;6;3704,825;-
2015-11-10;7;3779,963;-
2015-11-10;8;3866,588;-
2015-11-10;9;3819,675;-
2015-11-10;10;3692,163;-
2015-11-10;11;3783,188;-
2015-11-10;12;3801,213;-
2015-11-10;13;3751,738;-
2015-11-10;14;3765,675;-
2015-11-10;15;3799,225;-
2015-11-10;16;3785,988;-
2015-11-10;17;3778,650;-
2015-11-10;18;3815,875;-
2015-11-10;19;3857,888;-
2015-11-10;20;3854,663;-
2015-11-10;21;3827,463;-
2015-11-10;22;3732,150;-
2015-11-10;23;3714,738;-
2015-11-10;24;3665,900;-
2015-11-11;1;3612,825;-
2015-11-11;2;3608,175;-
2015-11-11;3;3543,700;-
2015-11-11;4;3563,475;-
2015-11-11;5;3500,063;-
2015-11-11;6;3449,038;-
2015-11-11;7;3463,750;-
2015-11-11;8;3410,688;-
2015-11-11;9;3355,863;-
2015-11-11;10;3274,225;-
2015-11-11;11;3208,113;-
2015-11-11;12;3148,638;-
2015-11-11;13;3054,575;-
2015-11-11;14;2936,275;-
2015-11-11;15;2726,438;-
2015-11-11;16;2559,213;-
2015-11-11;17;2356,975;-
2015-11-11;18;2191,763;-
2015-11-11;19;2159,575;-
2015-11-11;20;2237,275;-
2015-11-11;21;2195,675;-
2015-11-11;22;2124,763;-
2015-11-11;23;2186,313;-
2015-11-11;24;2230,825;-
2015-11-12;1;2239,725;-
2015-11-12;2;2191,550;-
2015-11-12;3;2271,363;-
2015-11-12;4;2294,663;-
2015-11-12;5;2390,575;-
2015-11-12;6;2500,475;-
2015-11-12;7;2559,538;-
2015-11-12;8;2812,725;-
2015-11-12;9;3115,375;-
2015-11-12;10;3168,938;-
2015-11-12;11;3289,450;-
2015-11-12;12;3360,888;-
2015-11-12;13;3422,638;-
2015-11-12;14;3394,575;-
2015-11-12;15;3424,275;-
2015-11-12;16;3363,650;-
2015-11-12;17;3273,475;-
2015-11-12;18;3194,275;-
2015-11-12;19;3141,013;-
2015-11-12;20;3047,613;-
2015-11-12;21;2765,250;-
2015-11-12;22;2479,375;-
2015-11-12;23;2077,838;-
2015-11-12;24;1832,925;-
2015-11-13;1;1620,538;-
2015-11-13;2;1278,850;-
2015-11-13;3;1110,725;-
2015-11-13;4;1022,925;-
2015-11-13;5;847,488;-
2015-11-13;6;741,013;-
2015-11-13;7;755,625;-
2015-11-13;8;846,413;-
2015-11-13;9;963,113;-
2015-11-13;10;1033,388;-
2015-11-13;11;1109,163;-
2015-11-13;12;1283,675;-
2015-11-13;13;1442,688;-
2015-11-13;14;1529,663;-
2015-11-13;15;1661,413;-
2015-11-13;16;1743,600;-
2015-11-13;17;2057,288;-
2015-11-13;18;2355,700;-
2015-11-13;19;2293,288;-
2015-11-13;20;2124,213;-
2015-11-13;21;2074,150;-
2015-11-13;22;2058,350;-
2015-11-13;23;2088,563;-
2015-11-13;24;2356,875;-
2015-11-14;1;2621,188;-
2015-11-14;2;3015,088;-
2015-11-14;3;3144,375;-
2015-11-14;4;3370,913;-
2015-11-14;5;3489,313;-
2015-11-14;6;3611,475;-
2015-11-14;7;3838,213;-
2015-11-14;8;3902,463;-
2015-11-14;9;3905,538;-
2015-11-14;10;4025,475;-
2015-11-14;11;4099,825;-
2015-11-14;12;4086,175;-
2015-11-14;13;4066,675;-
2015-11-14;14;4055,100;-
2015-11-14;15;3987,938;-
2015-11-14;16;3851,075;-
2015-11-14;17;3719,313;-
2015-11-14;18;3664,175;-
2015-11-14;19;3645,288;-
2015-11-14;20;3574,975;-
